198.0	141.0	46.0	56.0
196	141	48	55
201	139	49	58
215	130	38	66
227	130	34	65
238	130	34	65
239	129	42	66
240	130	44	67
239	130	45	66
237	125	45	71
232	127	47	69
229	128	46	68
227	128	48	68
228	128	48	68
230	128	49	67
234	127	48	70
236	127	49	71
239	128	50	70
243	129	49	68
245	129	49	69
246	129	49	70
244	129	49	71
247	133	49	68
248	135	50	66
249	135	53	69
252	136	52	68
254	137	50	67
252	135	49	70
253	140	51	64
259	137	52	70
270	134	49	74
281	134	49	74
290	135	52	76
292	136	56	79
297	142	52	71
296	144	51	70
294	139	51	75
292	145	53	71
290	145	52	73
290	149	53	69
291	150	55	70
297	153	54	68
304	152	53	70
311	153	52	71
316	153	52	72
320	155	52	72
323	158	51	70
325	158	52	73
326	161	53	70
328	163	54	70
329	164	54	69
329	166	53	70
329	167	54	71
328	167	54	71
327	167	55	71
326	168	53	73
325	168	52	73
324	172	50	70
322	172	51	71
320	173	51	71
318	173	51	71
316	172	50	73
314	172	50	73
312	175	50	72
310	174	50	73
308	176	50	70
305	174	49	71
301	169	48	77
298	174	48	71
295	175	48	69
291	173	48	71
288	172	46	73
285	174	47	70
282	170	47	72
279	172	46	71
275	173	46	70
271	172	46	69
267	170	46	71
263	169	46	69
259	169	45	69
255	168	45	70
248	165	46	69
245	165	44	69
241	164	44	69
236	163	45	65
234	161	43	67
230	160	44	67
228	155	41	73
224	154	41	73
220	154	41	71
217	154	41	70
214	151	41	71
212	151	41	70
210	150	41	70
207	149	41	70
205	148	41	70
204	149	41	69
202	148	41	69
200	147	41	69
198	145	42	69
195	145	42	68
192	145	42	67
190	146	43	65
190	145	43	66
190	145	44	66
193	143	44	67
197	141	42	69
199	143	45	66
202	140	44	64
204	139	43	69
207	139	45	65
210	136	44	71
212	137	46	68
216	137	46	67
221	134	45	69
227	131	46	70
234	131	47	71
240	126	44	75
241	126	45	76
243	129	46	73
246	127	46	74
250	127	46	75
252	125	46	76
254	126	47	76
255	127	46	76
255	127	47	75
255	128	50	75
257	127	52	76
259	127	51	77
260	127	51	77
260	127	51	77
261	128	52	77
263	127	52	77
264	127	52	77
265	127	51	77
264	127	51	76
265	126	52	77
265	126	51	77
265	127	51	76
264	127	51	76
264	130	53	71
265	129	52	71
265	127	51	73
264	127	53	73
265	126	51	75
265	127	52	72
265	125	53	75
266	125	51	74
266	123	50	75
264	122	52	74
264	121	52	74
265	121	50	73
264	121	51	73
264	121	51	72
263	121	52	72
263	117	50	72
263	119	52	71
263	117	50	71
264	116	50	70
264	117	51	68
265	114	50	71
264	115	52	68
264	115	50	67
264	113	50	68
263	111	51	68
263	112	52	67
263	110	51	65
263	108	51	65
264	107	50	64
264	104	50	65
263	100	52	68
263	99	51	67
262	101	51	64
262	100	51	63
260	98	52	64
259	92	49	70
258	97	51	64
257	91	49	69
256	95	51	65
255	93	51	65
254	91	51	67
253	91	52	67
253	90	50	67
253	86	50	69
253	85	50	67
254	84	49	68
253	83	50	66
253	83	49	66
252	83	49	64
251	82	50	65
251	77	51	69
250	80	50	64
250	76	50	67
250	75	51	67
249	72	51	68
249	72	51	66
248	69	52	68
248	71	51	67
247	70	51	67
246	71	49	64
244	68	52	71
242	67	52	67
240	62	53	73
238	59	52	75
236	58	53	76
236	63	54	69
237	64	53	67
237	63	53	68
238	63	52	67
238	61	53	69
239	60	52	70
241	65	53	65
242	58	53	74
244	67	51	64
243	59	57	74
244	64	53	66
246	68	52	61
247	67	48	60
249	68	51	58
251	66	50	59
254	69	49	57
255	68	45	56
255	67	44	54
255	67	46	55
255	61	58	62
256	64	51	58
257	60	56	63
260	62	48	57
259	59	56	62
262	63	54	56
262	63	53	56
262	64	54	55
263	63	54	57
264	65	52	55
265	64	53	56
265	65	54	57
267	65	54	58
267	62	57	62
269	64	57	62
270	65	57	62
271	66	57	62
273	67	57	63
273	68	56	62
273	68	57	62
274	67	57	62
274	66	57	61
274	65	57	61
276	65	57	61
277	66	55	62
277	67	57	61
280	68	57	62
282	71	57	59
284	68	57	62
285	69	57	63
286	71	57	62
287	74	57	62
287	75	57	62
288	74	58	65
289	69	58	73
289	82	57	62
289	82	57	63
290	70	57	77
290	72	57	78
290	74	56	78
288	76	57	78
286	80	58	76
283	83	58	74
282	84	58	78
282	87	56	76
282	90	56	76
282	93	56	75
281	92	57	77
280	93	56	76
278	97	57	74
278	98	57	75
278	99	57	76
279	99	56	75
280	100	57	76
280	101	56	78
279	100	57	78
279	105	56	75
277	106	58	75
278	109	57	74
277	109	57	76
276	111	58	75
276	109	55	76
276	109	55	76
275	111	55	76
275	111	55	77
274	117	56	74
273	114	54	77
272	115	55	77
271	117	54	77
271	118	55	77
272	117	54	78
271	119	53	76
271	120	53	76
270	120	53	76
269	121	53	76
269	124	55	74
268	121	52	76
268	123	52	75
266	123	52	75
265	126	55	73
265	126	55	73
266	125	53	75
267	126	52	75
266	129	55	74
265	128	54	75
263	128	52	74
263	130	54	71
264	128	53	74
264	129	55	71
266	128	53	74
267	127	53	75
269	129	56	74
273	129	53	76
276	133	58	75
277	132	56	77
278	132	56	77
276	133	54	76
275	133	53	77
274	134	53	76
273	134	53	76
271	133	52	77
270	134	52	76
269	134	52	77
267	134	52	77
267	135	52	77
266	134	52	76
266	135	52	75
265	137	52	75
265	136	52	75
266	137	52	74
266	138	53	75
266	138	52	75
267	137	52	76
267	137	52	75
268	139	54	73
269	137	52	75
271	137	53	75
273	136	52	77
275	140	54	73
277	136	53	77
276	136	52	77
276	136	52	77
276	136	51	76
275	136	52	76
275	136	52	76
275	137	52	77
275	136	51	78
274	139	51	77
270	139	51	77
268	140	51	76
268	138	51	77
266	136	50	76
265	134	50	76
261	133	51	76
262	138	53	70
264	132	51	76
267	131	53	76
268	132	53	73
269	132	52	72
267	128	54	75
266	128	51	76
265	129	51	74
265	128	52	75
265	130	52	75
266	129	51	76
266	132	52	74
265	131	50	76
263	130	54	78
263	130	50	75
262	131	51	74
265	130	51	75
268	132	52	74
271	135	52	71
272	132	52	77
274	141	52	71
274	143	53	70
273	144	55	71
272	142	51	70
268	138	53	72
263	136	53	73
259	132	50	76
256	132	51	74
253	132	50	73
251	130	48	74
247	130	48	74
245	130	47	73
241	130	49	73
239	130	46	73
236	128	46	73
234	129	45	73
230	131	48	70
228	129	45	71
225	131	45	69
224	131	47	69
223	129	44	69
222	131	44	68
220	130	44	69
219	128	43	70
217	129	44	69
217	127	43	69
217	127	42	70
216	125	41	70
215	124	41	70
215	126	43	66
214	125	43	65
213	123	43	67
212	124	41	66
211	123	42	67
210	123	41	68
209	123	42	68
208	122	41	68
207	120	39	70
206	119	39	70
206	117	38	71
206	116	39	73
206	118	39	69
204	112	39	72
205	114	41	69
204	112	42	71
204	112	42	71
204	111	42	72
204	110	42	70
204	109	41	70
204	109	42	72
202	110	43	70
201	110	45	73
201	111	44	71
200	112	44	70
199	113	44	69
199	114	43	69
197	113	44	70
196	114	45	67
196	113	46	70
197	109	46	72
199	106	46	75
200	106	45	68
201	104	45	71
201	102	47	69
203	101	50	66
207	100	49	72
212	99	48	77
214	98	49	75
217	98	49	75
219	99	50	76
222	102	50	74
222	101	50	75
220	101	51	74
218	102	53	73
217	101	53	72
219	102	53	69
223	100	48	73
229	102	46	72
231	106	48	71
234	106	45	75
232	106	46	76
231	106	46	76
229	104	47	76
228	105	49	72
229	106	50	70
229	102	50	72
231	104	51	70
233	99	53	72
236	102	53	70
238	102	53	71
239	106	53	70
240	105	53	71
241	105	54	76
242	111	56	76
243	116	57	73
248	112	54	77
250	119	55	72
253	119	54	72
253	118	53	73
250	117	53	72
247	114	51	73
241	115	52	72
235	119	53	70
233	118	54	71
236	115	53	71
242	111	51	73
248	112	52	74
249	115	53	72
250	115	53	73
248	114	54	73
246	108	53	77
245	112	54	74
243	115	54	73
244	116	54	73
245	116	54	73
247	117	54	75
249	116	53	77
249	119	55	74
249	120	54	73
250	120	52	73
249	118	52	74
248	117	50	75
247	118	51	73
246	116	52	75
246	117	54	74
247	118	53	73
248	119	52	73
248	119	51	74
247	118	52	73
246	118	50	73
243	117	52	75
240	119	51	74
236	121	51	73
232	120	51	74
227	122	52	71
