191.0	43.0	40.0	113.0
190	45	41	109
188	45	42	110
190	46	41	110
188	43	42	111
187	43	43	110
188	43	41	111
187	44	42	111
187	45	42	109
189	44	41	109
189	44	42	109
188	43	42	110
186	44	41	111
186	44	43	110
185	43	41	114
184	42	44	114
182	42	44	108
178	41	46	116
175	43	47	114
174	44	44	114
173	46	52	108
172	45	49	109
168	41	49	116
165	38	48	118
163	38	50	110
158	38	47	111
153	39	49	110
148	37	49	110
147	36	45	109
149	37	42	105
143	34	47	106
141	33	46	106
140	34	48	107
138	31	49	107
138	28	51	109
142	33	46	106
145	32	47	108
151	33	44	106
158	32	43	105
164	31	41	99
168	28	42	103
172	26	43	102
175	24	43	100
180	23	43	100
185	23	42	98
187	18	45	99
192	19	42	98
196	16	42	98
197	17	42	97
197	18	43	96
196	17	43	98
195	19	43	96
192	19	43	96
189	21	44	95
184	21	43	98
177	19	45	101
173	21	45	98
169	21	44	100
164	22	44	100
161	23	42	99
159	25	38	98
151	26	44	101
149	25	42	101
148	24	42	99
146	23	41	101
147	25	41	100
149	25	41	100
154	25	41	100
159	25	41	100
165	27	41	97
175	26	39	102
181	30	41	101
190	38	40	100
199	40	42	100
209	45	40	99
217	43	44	100
229	43	40	94
270	60	37	106
247	37	37	100
268	61	39	115
255	36	54	130
261	36	55	132
267	35	54	130
268	34	57	131
281	40	46	101
286	38	44	106
279	37	50	109
288	38	40	100
279	36	49	113
271	39	55	112
267	34	55	129
262	35	56	129
268	36	38	105
251	33	54	131
248	32	58	131
247	39	57	128
268	60	39	104
268	62	37	101
266	55	38	109
265	60	39	102
266	60	39	102
264	60	40	103
264	60	40	103
267	59	40	104
266	58	39	105
264	60	39	103
262	59	40	104
261	58	40	104
260	59	41	103
263	58	39	103
261	59	39	102
262	59	41	103
261	60	41	103
261	61	41	102
260	56	42	106
266	63	34	98
265	63	35	98
265	64	36	96
265	63	37	99
262	57	39	106
262	58	40	103
262	58	39	102
266	61	35	92
235	43	44	103
235	42	63	121
242	42	59	121
248	42	54	121
254	41	55	122
256	40	54	120
258	39	55	120
259	40	57	118
260	43	55	117
260	41	58	117
259	44	58	116
256	42	57	117
253	42	57	117
249	42	58	118
243	42	59	120
237	40	64	120
230	41	69	120
225	39	69	124
219	41	51	105
211	40	52	105
204	43	48	102
192	41	50	103
185	38	46	101
177	39	45	103
170	41	43	99
162	40	43	101
158	39	41	102
149	39	42	99
145	38	40	101
140	40	40	98
136	40	41	102
137	43	41	99
137	46	39	99
138	47	38	100
139	46	42	100
142	48	40	97
146	47	41	97
150	46	42	99
159	46	38	98
163	46	42	99
172	45	41	98
175	46	44	96
178	45	47	98
182	43	49	100
187	45	48	97
194	45	44	96
198	44	46	95
202	44	47	96
